,Unnamed: 0,user_id,user_name,user_location,user_description,user_friends_count,user_is_verified,user_followers_count,user_tweets_count,user_favorites_count,user_created_at,tweet_text,tweet_urls,tweet_mentions,tweet_hashtags,tweet_replies,tweet_favorites,toxico,homofobico,obsceno,racismo,insulto,misogino,xenofobia
57879,195063,1.149475806910935e+18,messiassauro,"Acre, Brasil","''Mantenham-se vigilantes, porque vocês não sabem nem o dia nem a hora''. — Mateus 25:13 🌎

''Tchau Queridos'' — Mateussauro 26:14 🐾",278.0,False,214,211,63,2019,"@naosalvo Relaxa, é só lembrar que seu pau mole não é tão grande assim ao ponto de sair pra fora do samba-canção.

Pense nisso e ande feliz :)",[],['naosalvo'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134990,409062,9.195201508518131e+17,ADraeng,"Ribeirão Preto, Brasil",🐾🐾amo animais de 04patas! 👉CASADA!,5324.0,False,5517,59051,18770,2017,"@marcelorubens VAI PRA CUBA OU VENEZUELA ,CARA.
ESTAMOS NUMA DEMOCRACIA E VC NÃO REPRESENTA NADA,NUMA PESQUISA PARA CURA DO CÂNCER. VC PARA A PESQUISA É PÍFIO!",[],['marcelorubens'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76661,249485,1.1407834982084526e+18,UVichier,,,35.0,False,2,246,183,2019,@gduvivier Desde quando o verdevaldo é de confiança? E desde quando estelionatário se preocupa com a justiça e diz entregar tudo de graça? Você é trouxa mesmo.,[],['gduvivier'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30840,105951,88721864.0,iramarcondes,,,257.0,False,48,517,2106,2009,@blogdonoblat @estadao esse moro é um canalha,[],"['BlogdoNoblat', 'Estadao']",[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30016,103475,1.0560257971930685e+18,PauloSolobo,,"Deus e quem me fortalece!
direita sempre.",624.0,False,496,1240,2394,2018,@blogdonoblat @estadao boa neh? parabens p ministro pq tem muito lixo ja aqui e temos q aturar. mas ai recolher os de fora n da neh?,[],"['BlogdoNoblat', 'Estadao']",[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21619,76572,1.139660411731632e+18,RogrioC08806828,"Jaguaruana, Brasil","Patriota,Cristão de direita, fã de automobilismo,Ferrarista de coração e apaixonado por astronomia, filmes, séries, games e Hqs.",196.0,False,32,1306,1871,2019,@claudioedantas tô curioso.... fico no aguardo do segredo,[],['claudioedantas'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
191624,589840,210952183.0,ligerinho101,brasil,⭐️PATRIA⭐️AMADA⭐️BRASIL⭐️🇧🇷⭐️má-influencer digital,956.0,False,1011,24625,26976,2010,@danilogentili danilo só ti desculpo se tu desbloquear a @damadeferroofic ela é tão gente boa... 🤓,[],"['DaniloGentili', 'Damadeferroofic']",[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31184,106949,79257723.0,cidojonleno,"Nagasaki-shi, Nagasaki",buuuuuu,439.0,False,271,2693,4515,2009,@felipeneto vai tomar no cu seu retardado.,[],['felipeneto'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
244227,769124,1.0633995713873101e+18,ElGaMa84,,"Minha Bio! Out, please.",163.0,False,3,45,44,2018,"@rosana reza a lenda que na natureza não existe uma forma circular perfeita... ela está no plano das ideias... esse platão, viu...",[],['rosana'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134843,408657,9.342167757759448e+17,Raphael80973911,,,114.0,False,0,4,18,2017,@felipeneto como sempre as desculpinha de perdedor,[],['felipeneto'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74742,244641,1.0945824737181408e+18,bosmino1,,historiador fantasma,358.0,False,64,4384,1383,2019,"@BlogdoNoblat SÓ QUERIA SABER QUANTO CUSTA CADA IDA DO BOZO AO ESTADIO, COM SEGURANÇA E TRASPORTE, SÓ  PARA SER VAIADO, E HOJE ELE ESCONDEU O MOURO E NÃO LEVOU",[],['BlogdoNoblat'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57507,194069,176850987.0,MarcoMacdover1,jundiai,,546.0,False,372,2300,12616,2010,"@gduvivier burro!! dois criminosos!!! se entregaram à outros, participaram do crime!!",[],['gduvivier'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
138590,417711,3400704503.0,niehuesed,,Avô do Mathias. Encoste a mão nele e ninguém vai encontrar teu corpo.,1243.0,False,407,1644,1001,2015,@blogdonoblat vcs perderam a eleição. vá trabalhar vagabundo.,[],['BlogdoNoblat'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37366,126500,493531886.0,bethxerem,Brasil,,284.0,False,32,125,869,2012,@anapaulavolei pastoral carceraria vai dar ajuda ! https://t.co/eqyyiptfbo,[],['AnaPaulaVolei'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
228437,715391,9.707197799202079e+17,Eliana91146814,"Aracaju, Brasil","Designer de Interiores em atividade , Analista Judiciária aposentada,
especialista em Direito Penal e Processo Penal,",251.0,False,138,3453,12515,2018,"@monicabergamo ta curiosa né moça?
vai ser comunicada na hora certa, pode esperar!",[],['monicabergamo'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
98998,315386,105333403.0,Rogecler,,,594.0,False,74,1064,6470,2010,"@rafinhabastos Exatamente! Acredito que o desejo da maioria do povo brasileiro é que possa tocar sua vida em paz, que o Estado cumpra o seu dever e que não esculhambem com a nossa grana.",[],['rafinhabastos'],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
